"תוצאות חיפוש קרנות נאמנות (סה""כ 1431 קרנות)",,,,,,,,,,,,,,,,,,,,,,,,,,
 08/08/2018 ***,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
שם,מעמד מס*,"מס' ני""ע",קוד **,פרופיל חשיפה,סיווג הקרן כותרת על,סיווג הקרן כותרת ראשית,סיווג הקרן כותרת משנית,מחיר קניה,מחיר פדיון,שינוי מיום קודם (%),תאריך עדכון אחרון של שערים ותשואות,"קרן קפ""מ אומדן תשואה שנתית","קרן קפ""מ תאריך נכונות****",מדיניות דיבידנד,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),תשואה 12 חודשים (%),סטיית תקן (26 שבועות),יח' הקרן מוצעות בימים,"שווי נכסים (מליוני ש""ח)",שיעור הוספה (%),דמי ניהול (%),דמי נאמנות (%),סיווג עמלת הפצה,שם המנהל,שם נאמן
מגדל 4D גמישה,פטורה,5123799,,4D,גמישות,,,108.04,108.04,0.11,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.84,-0.82,1.41,1.12,,48.1,0,1.29,0.05,0.35%,"מגדל קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
מודלים 4D גמישה,פטורה,5115829,,4D,גמישות,,,137,137,0.45,7/8/2018,,,לא מתחייבת לחלק תשלומים,1.81,10.91,19.48,1.84,ב'-ה',107,0,0.6,0.05,0.35%,"מודלים קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
מוניטר 4D גמישה,פטורה,5127212,,4D,גמישות,,,102.9,102.9,-0.35,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.71,,,,,11,0,1.2,0.06,0.35%,"אלומות ניהול קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
מור 4D השקעות,פטורה,5127725,,4D,גמישות,,,100.39,100.39,-0.09,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.21,,,,,6.9,0,1.5,0.03,0.35%,"מור ניהול קרנות נאמנות (2013) בע""מ","יובנק חברה לנאמנות בע""מ"
מור גמישה 4D,פטורה,5109731,,4D,גמישות,,,227.14,227.14,0.01,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.22,-0.18,3.25,0.95,א'-ה',1498.1,0,1.88,0.04,0.35%,"מור ניהול קרנות נאמנות (2013) בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
מיטב 4D גמישה,פטורה,5104765,,4D,גמישות,,,325.93,325.92,0.04,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.95,2.24,7.81,1.04,א'-ה',150.8,0,1.47,0.04,0.35%,"מיטב דש קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
מיטב סקיי 4D השקעות,פטורה,5520044,,4D,גמישות,,,527.02,526.9,-0.09,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.84,2.37,,1.42,ב'-ה',13.7,0,0.82,0.05,0.35%,"מיטב דש קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
מיטב פוקוס 4D גמישה,פטורה,5126081,,4D,גמישות,,,104.24,104.24,0.22,7/8/2018,,,לא מתחייבת לחלק תשלומים,1.63,3.91,,1.34,,6.4,0,1.9,0.05,0.35%,"מיטב דש קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
פורטה 4D השקעות,פטורה,5124995,,4D,גמישות,,,105.68,105.68,0.13,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.67,1.01,,0.85,,125.9,0,1.5,0.06,0.35%,"אלומות ניהול קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
פסגות 4D תיק השקעות גמיש,פטורה,5118146,,4D,גמישות,,,147.28,147.28,0.18,7/8/2018,,,לא מתחייבת לחלק תשלומים,1.5,2.26,5.16,0.86,ב'-ה',628.8,0,1.77,0.04,0.35%,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
פסגות LONG RUN 4D,פטורה,5119748,,4D,גמישות,,,98.09,98.09,-0.05,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.21,-2.88,1.12,1.44,ב'-ה',7.2,0,0.89,0.04,0.35%,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
פסגות ספיר 4D גמישה,פטורה,5122064,,4D,גמישות,,,111.15,108.97,0.14,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.62,1.43,1.97,0.81,,54.2,2,0.2,0.04,0.35%,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
קוואנטום 4D גמישה,פטורה,5127014,,4D,גמישות,,,95.34,95.31,-0.26,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.25,-4.69,,2.16,,3,0,1.88,0.07,0.35%,"מיטב דש קרנות נאמנות בע""מ","חברה לנאמנות של בנק אגוד בע""מ"
קסם אק 4D תיק השקעות גמיש,פטורה,5103643,,4D,גמישות,,,59.91,59.91,-0.58,7/8/2018,,,לא מתחייבת לחלק תשלומים,1.06,28.09,42.03,2.63,ב'-ה',722.2,0,2,0.03,0.35%,"קסם קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
הראל  5D גמישה (היובל),פטורה,5110556,,5D,גמישות,,,284.2,284.2,0.2,7/8/2018,,,לא מתחייבת לחלק תשלומים,-0.19,-0.75,,1.64,ב'-ה',30.2,0,2.43,0.04,0.35%,"הראל-פיא קרנות נאמנות בע""מ","פי דאבליו סי חברה לנאמנויות (1971) בע""מ"
פסגות FLEX 5D,פטורה,5125380,,5D,גמישות,,,101.13,101.13,0.21,7/8/2018,,,לא מתחייבת לחלק תשלומים,2.13,0.11,,0.97,,3.7,0,1.2,0.04,0.35%,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
קסם אק 5D גמישה,פטורה,5124052,,5D,גמישות,,,1447.44,1447.44,0.24,7/8/2018,,,לא מתחייבת לחלק תשלומים,1.57,0.6,1.21,1.19,ב'-ה',19.7,0,2.41,0.04,0.35%,"קסם קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
שקדי 5E גמישה,פטורה,5122833,,5E,גמישות,,,104.94,104.94,-0.02,7/8/2018,,,לא מתחייבת לחלק תשלומים,0.61,7.46,7.54,2.29,,16,0,2,0.1,0.35%,"איילון קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
"4A MTF ת""א 35 סד-2",פטורה,5123377,,4A,מניות בארץ,מדד מניות,"ת""א 35",108.42,108.42,-0.54,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.19,5.85,10.4,1.9,א'-ה',19.9,0,0,0.03,לא נגבית עמלת הפצה,"מגדל קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
4A PTF אנדקס מנ LARGE CAP,פטורה,5125232,,4A,מניות בארץ,מדד מניות,"ת""א 35",109.65,109.65,-0.54,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.91,5.81,,1.84,,2.3,0,0.45,0.02,לא נגבית עמלת הפצה,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
"MTF ת""א 4A 35 סד-1",פטורה,5109897,,4A,מניות בארץ,מדד מניות,"ת""א 35",160.04,160.04,-0.55,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.18,5.81,10.33,1.9,א'-ה',169.9,0,0.1,0.01,לא נגבית עמלת הפצה,"מגדל קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
א.ש LARGE CP 4A SMARTBETA,פטורה,5121306,,4A,מניות בארץ,מדד מניות,"ת""א 35",122.16,122.16,0.3,8/8/2018,,,לא מתחייבת לחלק תשלומים,4.63,11.69,23.87,2.11,א'-ה',134.6,0,0.8,0.04,לא נגבית עמלת הפצה,"אלטשולר-שחם ניהול קרנות נאמנות בע""מ","חברה לנאמנות של בנק אגוד בע""מ"
"איביאי 4A סל ת""א 35 מחקה",פטורה,5101506,,4A,מניות בארץ,מדד מניות,"ת""א 35",358.06,358.06,-0.55,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.18,5.72,10.14,1.9,א'-ה',109.5,0,0.25,0.03,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,"יובנק חברה לנאמנות בע""מ"
איילון 4B משקל שווה תא 35,פטורה,5117742,,4B,מניות בארץ,מדד מניות,"ת""א 35",146.58,146.58,-0.25,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.64,2.44,5.47,1.96,א'-ה',31.5,0,0.75,0.1,0.35%,"איילון קרנות נאמנות בע""מ","חברה לנאמנות של בנק אגוד בע""מ"
הראל 4A אנדקס מנ EW-LARGE,פטורה,5125307,,4A,מניות בארץ,מדד מניות,"ת""א 35",105.89,105.89,-0.14,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.89,3.15,,1.88,,0.2,0,0.55,0.02,לא נגבית עמלת הפצה,"הראל-פיא קרנות נאמנות בע""מ","פי דאבליו סי חברה לנאמנויות (1971) בע""מ"
"הראל 4B ת""א 35",פטורה,5110598,,4B,מניות בארץ,מדד מניות,"ת""א 35",731,731,0.1,8/8/2018,,,לא מתחייבת לחלק תשלומים,3.36,10.21,13.89,1.94,א'-ה',98.7,0,2.04,0.04,0.35%,"הראל-פיא קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
"מגדל 4A ת""א 35 קרן נאמנות",פטורה,5131354,,4A,מניות בארץ,מדד מניות,"ת""א 35",757.52,757.52,-0.21,8/8/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,0.97,1.34,3.66,2.13,א'-ה',14.9,0,2.34,0.05,0.35%,"מגדל קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
"פסגות 4A ת""אINDEX PLUS 35",פטורה,5119755,,4A,מניות בארץ,מדד מניות,"ת""א 35",119.27,119.27,-0.25,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.73,4.8,10.96,2.03,א'-ה',15.7,0,0.7,0.04,0.35%,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
"קסם 4A KTF ת""א 35",פטורה,5124490,,4A,מניות בארץ,מדד מניות,"ת""א 35",112.31,112.31,-0.55,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.2,5.82,10.31,1.9,,7.5,0,0,0.03,לא נגבית עמלת הפצה,"קסם קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
"תכלית 40 TTF ת""א 35",פטורה,5109418,,40,מניות בארץ,מדד מניות,"ת""א 35",98.62,98.62,-0.54,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.18,5.78,10.31,1.9,א'-ה',97.2,0,0.1,0.03,לא נגבית עמלת הפצה,"מיטב דש קרנות נאמנות בע""מ","חברה לנאמנות של בנק אגוד בע""מ"
"הראל 5A מעו""ף בריבוע",פטורה,5111570,,5A,מניות בארץ,מדד מניות,"ת""א 35",202.13,202.13,-0.8,8/8/2018,,,לא מתחייבת לחלק תשלומים,2.91,9.84,15.67,3.6,א'-ה',20.3,0,2.83,0.04,0.35%,"הראל-פיא קרנות נאמנות בע""מ","פי דאבליו סי חברה לנאמנויות (1971) בע""מ"
"4A MTF מדד ת""א 125 בנקים",פטורה,5122288,,4A,מניות בארץ,מדד מניות,"ת""א 125",128.65,128.65,-0.83,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.6,5.55,13.26,1.76,א'-ה',36.6,0,0.25,0.01,לא נגבית עמלת הפצה,"מגדל קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
"4A MTF ת""א 125 סד-1",פטורה,5109889,,4A,מניות בארץ,מדד מניות,"ת""א 125",157.56,157.56,-0.29,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.35,4.55,9.94,1.85,א'-ה',361.1,0,0.1,0.01,לא נגבית עמלת הפצה,"מגדל קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
"4A MTF ת""א 125 סד-2",פטורה,5123385,,4A,מניות בארץ,מדד מניות,"ת""א 125",110.88,110.88,-0.29,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.35,4.56,9.97,1.85,א'-ה',32.1,0,0,0.03,לא נגבית עמלת הפצה,"מגדל קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
"4A PTF ת""א 125",פטורה,5112628,,4A,מניות בארץ,מדד מניות,"ת""א 125",150.3,150.3,-0.3,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.33,4.56,9.92,1.83,א'-ה',67.1,0,0.25,0.02,לא נגבית עמלת הפצה,"פסגות קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
א.ש 4A SMARTBETA מולטי פק,פטורה,5119219,,4A,מניות בארץ,מדד מניות,"ת""א 125",131.09,131.09,0.09,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.47,1.49,8.9,2.06,א'-ה',144.8,0,0.8,0.04,לא נגבית עמלת הפצה,"אלטשולר-שחם ניהול קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
א.ש 4A SMARTBETA תאLV 125,פטורה,5119201,,4A,מניות בארץ,מדד מניות,"ת""א 125",132.47,132.47,0.19,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.37,-1.41,5.96,1.97,א'-ה',360.9,0,0.8,0.04,0.35%,"אלטשולר-שחם ניהול קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
"איביאי 4A סל ת""א 125-מחקה",פטורה,5113063,,4A,מניות בארץ,מדד מניות,"ת""א 125",147.98,147.98,-0.3,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.34,4.43,9.7,1.85,א'-ה',90.4,0,0.25,0.03,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,"יובנק חברה לנאמנות בע""מ"
"איביאי 4A ת""א 125 קרן נאמ",פטורה,5126354,,4A,מניות בארץ,מדד מניות,"ת""א 125",3713.09,3713.09,0.3,8/8/2018,,,לא מתחייבת לחלק תשלומים,2.94,4.1,9.75,1.64,א'-ה',10.9,0,1.55,0.05,0.35%,אי.בי.אי. ניהול קרנות נאמנות,"יובנק חברה לנאמנות בע""מ"
איביאי 4A תאLOW VOL DIV,פטורה,5124755,,4A,מניות בארץ,מדד מניות,"ת""א 125",101,101,0.42,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.57,-3,3.96,1.72,,19.5,0,0.8,0.03,לא נגבית עמלת הפצה,אי.בי.אי. ניהול קרנות נאמנות,"יובנק חברה לנאמנות בע""מ"
"אלומות 4B מניות ת""א 125",פטורה,5101068,,4B,מניות בארץ,מדד מניות,"ת""א 125",150.79,150.79,0.33,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.49,1.33,12.45,2.02,א'-ה',10.7,0,1.35,0.07,0.35%,"אלומות ניהול קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
"אלטשולר 4A ת""א 125",פטורה,5122080,,4A,מניות בארץ,מדד מניות,"ת""א 125",118.36,118.36,-0.44,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.46,-0.97,3.56,1.57,א'-ה',23.1,0,1.95,0.04,0.35%,"אלטשולר-שחם ניהול קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
אנליסט מניות ישראל,פטורה,5101258,,4B,מניות בארץ,מדד מניות,"ת""א 125",296,296,0.01,8/8/2018,,,לא מתחייבת לחלק תשלומים,2.23,3.59,9.3,1.4,א'-ה',92,0,1.4,0.04,0.35%,"אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
אנליסט מניות ממוקדת 4B,פטורה,5115027,,4B,מניות בארץ,מדד מניות,"ת""א 125",115.05,115.05,-0.26,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.62,0.74,0.89,1.49,א'-ה',39,0,2.13,0.04,0.35%,"אנליסט אי.אמ.אס ניהול קרנות בנאמנות (1986) בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
"אקסיומה 4B מניות ת""א 125",פטורה,5108865,,4B,מניות בארץ,מדד מניות,"ת""א 125",172.6,172.6,-0.21,8/8/2018,,,לא מתחייבת לחלק תשלומים,2.03,4.71,12.19,1.95,א'-ה',24.7,0,1.38,0.07,0.35%,"אלומות ניהול קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
דיאמונד 4A מניות ישראל,פטורה,5116736,,4A,מניות בארץ,מדד מניות,"ת""א 125",91.08,91.08,0.05,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.85,,,,א'-ה',3.9,0,1.95,0.1,0.35%,"איילון קרנות נאמנות בע""מ","חברה לנאמנות של בנק אגוד בע""מ"
דיביאם 4A אחז בעלי ענין,פטורה,5104799,,4A,מניות בארץ,מדד מניות,"ת""א 125",166.48,166.48,0.1,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.28,-3.56,-0.49,1.99,א'-ה',10.6,0,1.94,0.06,0.35%,"מגדל קרנות נאמנות בע""מ","יובנק חברה לנאמנות בע""מ"
הראל 4A אנדקס מנ ישראל100,פטורה,5125315,,4A,מניות בארץ,מדד מניות,"ת""א 125",99.74,99.74,0.19,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.52,-3.22,,1.76,,13.6,0,0.75,0.02,לא נגבית עמלת הפצה,"הראל-פיא קרנות נאמנות בע""מ","פי דאבליו סי חברה לנאמנויות (1971) בע""מ"
"הראל 4A מחקה ת""א 125",פטורה,5122510,,4A,מניות בארץ,מדד מניות,"ת""א 125",109.83,109.83,-0.3,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.35,4.58,9.81,1.84,א'-ה',46.6,0,0,0.03,לא נגבית עמלת הפצה,"הראל-פיא קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
הראל 4B מניות ממוקדת,פטורה,5111695,,4B,מניות בארץ,מדד מניות,"ת""א 125",662.65,662.65,-0.26,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.55,4.3,6.87,1.62,א'-ה',29.1,0,1.97,0.04,0.35%,"הראל-פיא קרנות נאמנות בע""מ","פי דאבליו סי חברה לנאמנויות (1971) בע""מ"
הראל 4B מסלול מניות,פטורה,5101662,,4B,מניות בארץ,מדד מניות,"ת""א 125",293.18,293.18,-0.05,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.08,5.68,11.54,1.45,א'-ה',29.5,0,2.96,0.04,0.35%,"הראל-פיא קרנות נאמנות בע""מ","פי דאבליו סי חברה לנאמנויות (1971) בע""מ"
"הראל 4B ת""א 125",פטורה,5110051,,4B,מניות בארץ,מדד מניות,"ת""א 125",3289.73,3289.73,-0.27,8/8/2018,,,לא מתחייבת לחלק תשלומים,0.87,1.89,7.12,1.75,א'-ה',51.7,0,2.42,0.04,0.35%,"הראל-פיא קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
מגדל M.Q 4A מניות ישראל,פטורה,5131453,,4A,מניות בארץ,מדד מניות,"ת""א 125",238.8,238.8,0.18,8/8/2018,,,הינה קרן צבירה-מתחייבת לא לחלק תשלומים,2.2,-1.48,4.57,1.92,א'-ה',62.8,0,1.45,0.05,0.35%,"מגדל קרנות נאמנות בע""מ","אלמגור - בריטמן נאמנויות בע""מ"
מור 4A מנייתית,פטורה,5107701,,4A,מניות בארץ,מדד מניות,"ת""א 125",234.74,234.74,-0.2,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.15,0.68,4.59,1.38,א'-ה',220.2,0,1.48,0.04,0.35%,"מור ניהול קרנות נאמנות (2013) בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
מיטב 4A מניות ישראל,פטורה,5100474,,4A,מניות בארץ,מדד מניות,"ת""א 125",351.91,351.91,-0.11,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.77,4.38,11.85,1.45,א'-ה',196.7,0,2.65,0.05,0.35%,"מיטב דש קרנות נאמנות בע""מ","חברה לנאמנות של בנק אגוד בע""מ"
"מיטב 4A ת""א 125 פלוס",פטורה,5104567,,4A,מניות בארץ,מדד מניות,"ת""א 125",100.16,100.16,-0.22,8/8/2018,,,לא מתחייבת לחלק תשלומים,1.39,3.12,8.86,1.7,א'-ה',52,0,1.57,0.05,0.35%,"מיטב דש קרנות נאמנות בע""מ","מזרחי טפחות חברה לנאמנות בע""מ"
